id	prompt	waveId	transcription	recResult	language	meaning	edition	category
ST1-10120	Frag: Zimmer für 5 Nächte	10120	a room for five nights	a room for five nights	correct	correct	ST1	A
ST1-10121	Frag: Zimmer für 5 Nächte	10121	a room for five nights	a room for five nights	correct	correct	ST1	A
ST1-10122	Frag: Twinzimmer	10122	a twin room	a twin room	correct	correct	ST1	A
ST1-10123	Sag: Ich möchte mit Visa bezahlen	10123	i'd like to pay with the visa	i would like to pay with visa	incorrect	correct	ST1	A
ST1-10124	Frag: Gibt es einen Coiffeur?	10124	is there a hairdresser	is there a hairdresser	correct	correct	ST1	A
ST1-10125	Frag: Zimmer für 6 Nächte	10125	a room for six nights	a room for six nights	correct	correct	ST1	A
ST1-10126	Frag: Doppelzimmer	10126	a double room	a double room	correct	correct	ST1	A
ST1-10127	Frag: Doppelzimmer	10127	a room for two	a room for two	incorrect	correct	ST1	A
ST1-10128	Frag: Doppelzimmer	10128	a twin room	a twin room	correct	correct	ST1	A
ST1-10129	Sag: Ich möchte mit Visa bezahlen	10129	i'd like to pay with visa	i'd like to pay with visa	correct	correct	ST1	A
ST1-10130	Frag: Gibt es ein Fitnessstudio?	10130	is there a gym	is there a gym	correct	correct	ST1	A
ST1-10131	Frag: Wo ist das Fitnessstudio?	10131	where is the gym	where is the gym	correct	correct	ST1	A
ST1-10132	Sag: Mein Badezimmer ist dreckig	10132	my bathroom is dirty	my bathroom is dirty	correct	correct	ST1	A
ST1-10133	Sag: Im Zimmer hat es kein Duschgel	10133	there isn't a shower gel*z in the room	there isn't a shower gel in the room	incorrect	correct	ST1	A
ST1-10134	Sag: Ich habe keine Reservation	10134	i do not have a reservation	i do not have a reservation	correct	correct	ST1	A
ST1-10135	Frag: Zimmer für 6 Nächte	10135	a room for six nights	a room for six nights	correct	correct	ST1	A
ST1-10136	Frag: Zimmer für 6 Nächte	10136	a room for six nights	a room for six nights	correct	correct	ST1	A
ST1-10137	Frag: Suite	10137	a suite	a suite	correct	correct	ST1	A
ST1-10138	Frag: Suite	10138	a suite	a suite	correct	correct	ST1	A
ST1-10140	Sag: Ich möchte mit Kreditkarte bezahlen	10140	i'd like to pay with the credit card	i'd like to pay with the credit card	incorrect	correct	ST1	A
ST1-10141	Sag: Ich möchte mit Schweizer Franken bezahlen	10141	i'd like to pay with swiss francs	i'd like to pay with swiss francs	correct	correct	ST1	A
ST1-10142	Frag: Gibt es einen Lift?	10142	is there an elevator	is there an elevator	correct	correct	ST1	A
ST1-10143	Frag: Wo ist der Lift?	10143	where is the elevator	where is the elevator	correct	correct	ST1	A
ST1-10144	Sag: Das Badezimmer ist dreckig	10144	the bathroom is dirty	the bathroom is dirty	correct	correct	ST1	A
ST1-10145	Sag: Im Zimmer hat es kein Duschgel	10145	it dos*a it doesn't have a douche*v euh	it doesn't have a douche	incorrect	incorrect	ST1	A
ST1-10146	Frag: 5 Tickets nach London	10146	five tickets to london	five tickets to london	correct	correct	ST1	A
ST1-10147	Sag: Ich möchte am Montagabend abreisen	10147	i'd like to leave at monday evening	i'd like to leave at monday evening	incorrect	correct	ST1	A
ST1-10148	Sag: Ich heisse Janet	10148	i'm called janet*z	i'm called janet	correct	correct	ST1	A
ST1-10149	Sag: Ich heisse Janet	10149	i am called janet*z	i am called janet	correct	correct	ST1	A
ST1-10150	Sag: Ich heisse Janet	10150	my name is janet*z	my name is janet	correct	correct	ST1	A
ST1-10151	Sag: Ich bin aus der Türkei	10151	i am from turkey	i am from turkey	correct	correct	ST1	A
ST1-10152	Frag: 4 Tickets nach London	10152	four tickets to london	four tickets to london	correct	correct	ST1	A
ST1-10153	Sag: Ich möchte am Donnerstagmorgen abreisen	10153	i'd like to leave on thursday morning	i'd like to leave on thursday morning	correct	correct	ST1	A
ST1-10154	Sag: Ich heisse John	10154	my name is john	my name is john	correct	correct	ST1	A
ST1-10155	Sag: Ich bin aus England	10155	i come from england	i come from england	correct	correct	ST1	A
ST1-10156	Frag: ein Ticket nach London	10156	a ticket to london	a ticket to london	correct	correct	ST1	A
ST1-10157	Sag: Ich möchte am Dienstagabend abreisen	10157	i'd like to leave at tuesday evening	i'd like to leave at tuesday evening	incorrect	correct	ST1	A
ST1-10158	Sag: Ich heisse Sarah	10158	my name's sarah*z	my name is sarah	correct	correct	ST1	A
ST1-10159	Sag: Ich bin aus der Schweiz	10159	i come from switzerland	i come from switzerland	correct	correct	ST1	A
ST1-10160	Frag: ein Ticket zum Green Park	10160	a ticket to green park	a ticket to green park	correct	correct	ST1	A
ST1-10161	Frag: ein Ticket zum Green Park	10161	a ticket to green park	a ticket to green park	correct	correct	ST1	A
ST1-10162	Frag: ein Ticket zum Green Park	10162	a ticket to the green park	a ticket to the green park	incorrect	correct	ST1	A
ST1-10163	Sag: Ich möchte mit Kreditkarte bezahlen	10163	i'd like to pay with credit card	i'd like to pay with credit card	incorrect	correct	ST1	A
ST1-10164	Sag: Ich möchte mit Euros bezahlen	10164	i'd like to pay with euros	i'd like to pay with euros	correct	correct	ST1	A
ST1-10165	Sag: Ich heisse Thomas	10165	my name is thomas*z	my name is thomas	correct	correct	ST1	A
ST1-10166	Sag: Ich bin aus Australien	10166	i am from australia	i am from australia	correct	correct	ST1	A
ST1-10167	Sag: Ich heisse Erica	10167	my name is erica	my name is erica	correct	correct	ST1	A
ST1-10168	Sag: Ich bin aus England	10168	i am from england	i am from england	correct	correct	ST1	A
ST1-10169	Frag: ein Ticket nach Notting Hill	10169	a ticket to notting*z hill	a ticket to notting hill	correct	correct	ST1	A
ST1-10170	Frag: ein Ticket nach Notting Hill	10170	a ticket to notting*z hill	a ticket to notting hill	correct	correct	ST1	A
ST1-10171	Frag: ein Ticket nach Notting Hill	10171	a ticket to notting hill	a ticket to notting hill	correct	correct	ST1	A
ST1-10172	Sag: Ich möchte mit Visa bezahlen	10172	i'd like to pay with with visa	i'd like to pay with with visa	correct	correct	ST1	A
ST1-10173	Sag: Ich möchte mit Euros bezahlen	10173	i'd like to pay with euros	i'd like to pay with euro	incorrect	correct	ST1	A
ST1-10174	Sag: Ich möchte mit Euros bezahlen	10174	i would like to pay with euros	i would like to pay with euros	correct	correct	ST1	A
ST1-10175	Sag: Ich möchte mit Euros bezahlen	10175	i would like to pay with euros	i would like to pay with euros	correct	correct	ST1	A
ST1-10176	Frag: 3 Musical-Tickets	10176	three musical tickets	three musical tickets	correct	correct	ST1	A
ST1-10177	Frag: 3 Musical-Tickets	10177	three musical tickets	three musical tickets	correct	correct	ST1	A
ST1-10178	Frag: 3 Musical-Tickets	10178	three musical tickets	three musical tickets	correct	correct	ST1	A
ST1-10179	Frag: ein Ticket für Freitagabend	10179	a ticket for friday evening	a ticket for friday evening	correct	correct	ST1	A
ST1-10180	Frag: ein Ticket für Freitagabend	10180	tickets for friday evening	tickets for friday evening	correct	correct	ST1	A
ST1-10181	Frag: ein Ticket für Freitagabend	10181	tickets for friday evening	tickets for friday evening	correct	correct	ST1	A
ST1-10182	Frag: 3 Tickets für Starlight Express	10182	three tickets for starlight express	three tickets for starlight express	correct	correct	ST1	A
ST1-10183	Frag: 3 Tickets für Starlight Express	10183	three tickets for starlight express	three tickets for starlight express	correct	correct	ST1	A
ST1-10184	Frag: 3 Tickets für Starlight Express	10184	three tickets for starlight express	three tickets for starlight express	correct	correct	ST1	A
ST1-10185	Sag: Ich möchte in der vierten Reihe sitzen	10185	i'd like to sit in the fourth row	i'd like to sit in the fourth row	correct	correct	ST1	A
ST1-10186	Sag: Ich möchte in der vierten Reihe sitzen	10186	i'd like to sit in the first row	i'd like to sit in the first row	incorrect	incorrect	ST1	A
ST1-10187	Sag: Ich möchte in der vierten Reihe sitzen	10187	i'd like to sit in the fourth row	i'd like to sit in the fourth row	correct	correct	ST1	A
ST1-10188	Frag: Tickets für Madame Tussauds	10188	tickets for madame tussauds	tickets for madame tussauds	correct	correct	ST1	A
ST1-10189	Frag: Tickets für Madame Tussauds	10189	tickets for madame tussauds	tickets for madame tussauds	correct	correct	ST1	A
ST1-10190	Frag: Tickets für Madame Tussauds	10190	tickets for madame tussauds	tickets for madame tussauds	correct	correct	ST1	A
ST1-10191	Frag: 1 Musical-Ticket	10191	one musical ticket	one musical ticket	correct	correct	ST1	A
ST1-10192	Frag: 1 Musical-Ticket	10192	one musical ticket	one musical ticket	correct	correct	ST1	A
ST1-10193	Frag: 1 Musical-Ticket	10193	one musical ticket	one musical ticket	correct	correct	ST1	A
ST1-10194	Sag: Ich möchte am Donnerstagabend gehen	10194	i'd like to go on thursday evening	i'd like to go on thursday evening	correct	correct	ST1	A
ST1-10195	Frag: ein Ticket für Mamma Mia	10195	a ticket for mamma mia	a ticket for mamma mia	correct	correct	ST1	A
ST1-10196	Frag: ein Ticket für Mamma Mia	10196	a ticket for mamma mia	a ticket for mamma mia	correct	correct	ST1	A
ST1-10197	Frag: ein Ticket für Mamma Mia	10197	a ticket for mamma mia	a ticket for mamma mia	correct	correct	ST1	A
ST1-10199	Frag: 2 Musical-Tickets	10199	two musical tickets	two musical tickets	correct	correct	ST1	A
ST1-10201	Sag: Ich möchte am Montagabend gehen	10201	i'd like to go monday evening	i'd like to go monday evening	correct	correct	ST1	A
ST1-10202	Frag: 2 Tickets für Wicked	10202	two tickets for wicked	two tickets for wicked	correct	correct	ST1	A
ST1-10203	Frag: 2 Tickets für Wicked	10203	two tickets for wicked	two tickets for wicked	correct	correct	ST1	A
ST1-10204	Frag: 2 Tickets für Wicked	10204	i want two tickets for wicked	i want two tickets for wicked	correct	correct	ST1	A
ST1-10205	Sag: Ich möchte in der sechsten Reihe sitzen	10205	i'd like to sit in the sixth row	i'd like to sit in the sixth row	correct	correct	ST1	A
ST1-10206	Frag: Tickets für die National Gallery	10206	tickets for the national gallery	tickets for the national gallery	correct	correct	ST1	A
ST1-10207	Frag: Tickets für die National Gallery	10207	i want tickets for the national gallery	i want tickets for the national gallery	correct	correct	ST1	A
ST1-10208	Frag: 4 Tickets	10208	i want four tickets	i want four tickets	correct	correct	ST1	A
ST1-10209	Frag: ein Ticket zum Green Park	10209	i want a ticket to the green park	i want a ticket to the green park	incorrect	correct	ST1	A
ST1-10210	Sag: Ich möchte mit Visa bezahlen	10210	i would like to pay with visa	i would like to pay with visa	correct	correct	ST1	A
ST1-10211	Frag: ein Ticket zum Piccadilly Circus	10211	i want a ticket to the piccadilly circus	i want a ticket to the piccadilly circus	incorrect	correct	ST1	A
ST1-10212	Sag: Ich möchte mit Kreditkarte bezahlen	10212	i would like to pay with the credit card	i would like to pay with the credit card	incorrect	correct	ST1	A
ST1-10213	Sag: Ich möchte mit Dollars bezahlen	10213	i would like to play with dollars	i would like to pay with dollars	correct	correct	ST1	A
ST1-10214	Sag: Ich habe nur grosse Noten	10214	i only have large bills	i only have large bills	correct	correct	ST1	A
ST1-10215	Sag: Ich bezahle mit Kreditkarte	10215	i pay with the credit card	i pay with the credit card	incorrect	correct	ST1	A
ST1-10216	Frag: 2 Tickets nach London	10216	i want two tickets to london	i want two tickets to london	correct	correct	ST1	A
ST1-10217	Sag: Ich möchte am Donnerstagmorgen abreisen	10217	i would like to leave on thursday morning	i would like to leave on thursday morning	correct	correct	ST1	A
ST1-10218	Sag: Ich heisse Thomas	10218	my name is thomas*z	my name is thomas	correct	correct	ST1	A
ST1-10219	Sag: Ich bin aus Italien	10219	i come from italy	i come from italy	correct	correct	ST1	A
ST1-10220	Frag: 5 Tickets nach London	10220	i would like five tickets to london	i would like five tickets to london	correct	correct	ST1	A
ST1-10221	Sag: Ich möchte am Samstag abreisen	10221	i would like to leave on saturday	i would like to leave on saturday	correct	correct	ST1	A
ST1-10222	Sag: Ich heisse Maddalena	10222	my name is maddalena	my name is maddalena	correct	correct	ST1	A
ST1-10223	Sag: Ich bin aus Amerika	10223	i come from america	i come from america	correct	correct	ST1	A
ST1-10224	Frag: 3 Tickets nach London	10224	i want three tickets to london please	i want three tickets to london please	correct	correct	ST1	A
ST1-10225	Sag: Ich möchte am Samstagnachmittag abreisen	10225	i would like to leave on saturday	i would like to leave on saturday	incorrect	incorrect	ST1	A
ST1-10226	Sag: Ich möchte am Samstagnachmittag abreisen	10226	i would like to leave on saturday	i would like to leave on saturday	incorrect	incorrect	ST1	A
ST1-10227	Sag: Ich möchte am Samstagnachmittag abreisen	10227	i would like to leave on saturday in the afternoon	i would like to leave on saturday in the afternoon	correct	correct	ST1	A
ST1-10228	Frag: Wie viel kostet es?	10228	how much does it cost	how much does it cost	correct	correct	ST1	A
ST1-10229	Frag: billigeres Ticket	10229	i want a less expensive ticket	i want a less expensive ticket	correct	correct	ST1	A
ST1-10230	Frag: billigeres Ticket	10230	i want a cheaper ticket	i want a cheaper ticket	correct	correct	ST1	A
ST1-10231	Sag: Das ist okay	10231	that is okay	that is okay	correct	correct	ST1	A
ST1-10232	Sag: Ich heisse Michelle	10232	my name is michelle	my name is michelle	correct	correct	ST1	A
ST1-10233	Sag: Ich bin aus Schottland	10233	i come from scotland	i come from scotland	correct	correct	ST1	A
ST1-10234	Sag: Ich heisse Mona	10234	my name is mona	my name is mona	correct	correct	ST1	A
ST1-10235	Sag: Ich bin aus Deutschland	10235	i come from germany	i come from germany	correct	correct	ST1	A
ST1-10236	Sag: Die Hauptstadt von Deutschland ist Berlin	10236	the capital of germany is berlin	the capital of germany is berlin	correct	correct	ST1	A
ST1-10237	Sag: Ich habe 1 Bruder	10237	i have one brother	i have one brother	correct	correct	ST1	A
ST1-10238	Sag: Ich gehe in die Ferien	10238	i am going to the vacation	i am going to the vacation	incorrect	incorrect	ST1	A
ST1-10239	Sag: Ich gehe in die Ferien	10239	i am going to the vacation	i am going to the vacation	incorrect	incorrect	ST1	A
ST1-10240	Sag: Ich gehe in die Ferien	10240	i am making vacation	i am making vacation	incorrect	correct	ST1	A
ST1-10241	Sag: Dies ist mein Pass	10241	yes it is my passport	yes it is my passport	correct	correct	ST1	A
ST1-10242	Sag: Ich heisse Barbara	10242	my name is barbara	my name is barbara	correct	correct	ST1	A
ST1-10243	Sag: Ich bin aus Kanada	10243	i am from canada	i am from canada	correct	correct	ST1	A
ST1-10244	Sag: Ich heisse James	10244	my name is james	my name is james	correct	correct	ST1	A
ST1-10245	Sag: Ich bin aus Kanada	10245	i am from canada	i am from canada	correct	correct	ST1	A
ST1-10246	Sag: Ich heisse Paolo	10246	my name is paolo	my name is paolo	correct	correct	ST1	A
ST1-10247	Sag: Ich bin aus Italien	10247	i come from it*a italy	i come from italy	correct	correct	ST1	A
ST1-10248	Sag: Italien ist nicht in Afrika	10248	italy is not in africa	italy is not in africa	correct	correct	ST1	A
ST1-10249	Sag: Italien ist in Europa	10249	italy is in europe	italy is in europe	correct	correct	ST1	A
ST1-10250	Sag: Das ist okay	10250	that is ok	that is okay	correct	correct	ST1	A
ST1-10251	Sag: Das ist okay	10251	that is okay	that is okay	correct	correct	ST1	A
ST1-10252	Sag: Das ist okay	10252	this is okay	this is okay	correct	correct	ST1	A
ST1-10253	Sag: Die Hauptstadt von Italien ist Rom	10253	the capital of italy is rome	the capital of italy is rome	correct	correct	ST1	A
ST1-10254	Sag: Ich habe 2 jüngere Brüder	10254	i have two younger brothers	i have two younger brothers	correct	correct	ST1	A
ST1-10255	Sag: Ich gehe in die Ferien	10255	i'm going to london to make vacation	i'm going to london to make vacation	incorrect	correct	ST1	A
ST1-10256	Sag: Ich gehe in die Ferien	10256	i am going on holidays	i am going on holidays	incorrect	incorrect	ST1	A
ST1-10257	Sag: Dies ist mein Pass	10257	this is my passport	this is my passport	correct	correct	ST1	A
ST1-10258	Frag: Zimmer für 1 Woche	10258	i want a room for one week	i want a room for one week	correct	correct	ST1	A
